Date,Urals loading,NWEMURLCRMc1,.IMOEX,LCOc1
2017-08-13,10319897.94804217,-2.033170397670283,1636.4895253681466,36.97100038262348
2017-08-20,11817748.263997037,1.6996736713696312,3025.0956873051755,46.387668632797116
2017-08-27,15390026.900561474,5.9197979229529265,2184.4420694460387,51.25893842780026
2017-09-03,14532122.970249841,-1.3790057544935581,2700.841799795196,74.142361922303
2017-09-10,11424817.47593759,0.6712037519203167,2041.5880232844097,35.787890976815085
2017-09-17,11325137.665257774,-3.520526021746007,2344.3987254186973,42.78178863358909
2017-09-24,10519472.322874557,2.9736902004491954,2682.178958159845,60.679849768221935
2017-10-01,14214760.22626238,-0.42678968033597897,2415.9304810024164,65.1112911361412
2017-10-08,6388033.956906902,3.160061976432237,2921.393026894516,39.99012030543311
2017-10-15,15120644.391291585,-0.7470678244930178,2030.4312560901917,72.5458186688495
2017-10-22,9162339.576656776,8.163199694623334,2728.275482709547,64.83628834088313
2017-10-29,12878526.962219965,-0.5989182226970362,3078.5621485773586,56.10662651684058
2017-11-05,12361152.399255168,4.437655610631103,2506.6077621553104,62.3815369507398
2017-11-12,12084140.62897796,9.335973070864691,1905.337469716913,49.988972093359465
2017-11-19,10200581.046074338,3.5852578373883652,3355.8544985330323,51.955431235741116
2017-11-26,12811120.33769447,1.3818975248914256,2260.594585330412,63.12678672485739
2017-12-03,14727469.74059351,5.4947871383064655,3354.0786289019657,66.47463134481578
2017-12-10,11465910.194874793,4.205627731285721,3470.1023112117155,68.88062551292988
2017-12-17,14841417.210254492,-1.8737398223844455,2408.698961845153,63.59942970833413
2017-12-24,11024142.911736341,5.458419323917915,2492.787856300852,68.7920514917661
2017-12-31,16359577.358489463,4.438080129925831,2896.660722902089,75.56256443987682
2018-01-07,10540666.488460774,2.9519435678766257,685.7748056592282,45.264216908296525
2018-01-14,9191159.825242497,3.748527392473139,2592.1868870607004,51.280354329694106
2018-01-21,14500063.20717615,2.0411127101499487,2655.780798367342,59.18628929591773
2018-01-28,5007998.836479928,-1.2431361136842747,4347.459613828737,72.08022146376015
2018-02-04,13575005.96057575,-2.341937262958183,1987.7634619973746,57.51814309330112
2018-02-11,14323220.8320521,1.6456324928704824,2156.2120310335395,51.45433782577674
2018-02-18,11984008.686850702,5.587683746933978,3094.1873245289366,87.83237848923565
2018-02-25,18350148.903101176,3.9794281186867684,2103.1247609897837,58.48721203747458
2018-03-04,14560614.509784237,4.9732758074444705,2582.2340963550478,69.35551077861842
2018-03-11,15814267.397184294,-0.25371034697446104,2602.9749811295837,61.16142109409229
2018-03-18,6696455.491554171,3.9993240014690508,2934.769764939527,39.8381886025304
2018-03-25,5599822.022348002,-1.0530474094268039,2672.5962557251337,32.86683921855253
2018-04-01,8229160.970370686,5.263855919764563,3433.2522189977954,65.91657526718868
2018-04-08,14973839.625096146,-3.1049512473514866,2517.8260315296507,28.58317450350315
2018-04-15,12900601.0631322,-0.8286157918430073,3353.63389946756,86.54767527976122
2018-04-22,13476972.434569621,-2.012927232440291,2533.1651801584735,77.68620852373863
2018-04-29,8548118.719384864,2.950658171311358,3004.571866638345,46.8010206050713
2018-05-06,11512130.378158914,1.2040376651498854,3104.2187283488524,64.48868669006144
2018-05-13,11775119.070745766,-1.6654605629789643,2374.4031077294894,74.83955517460053
2018-05-20,5566381.701559457,5.366643904161069,4349.404367530804,63.502348353207424
2018-05-27,11260240.648453984,0.7358090764978042,3137.483880741375,61.335368202095005
2018-06-03,13936038.012492172,-0.7868507323674319,2092.436640840787,62.28002237634827
2018-06-10,9358411.319579449,4.198599995569696,2771.3972106507085,65.67407513181224
2018-06-17,14672749.90311877,4.625955624670895,2822.9049943027235,74.52156148047135
2018-06-24,12188372.516404802,0.6310577033635743,2646.210647886513,74.62341198402095
2018-07-01,10442134.086133866,5.500241345812107,2968.5766382848747,57.990787316564315
2018-07-08,9586478.830831295,2.1335091975300466,2468.7102112163034,68.71309216305801
2018-07-15,10027538.244430672,1.970267558879426,3063.094637607201,64.31954732747269
2018-07-22,11825911.893280962,7.700180426950125,2408.0555714707293,48.30939110142536
2018-07-29,15216982.022737306,5.906998799895357,3145.1738871458883,82.9799994324181
2018-08-05,10205338.658293545,-1.3713472326767766,2522.04992748066,55.93742671087513
2018-08-12,11891062.155948702,2.4965418834782547,3116.2607355910136,75.16030373183716
2018-08-19,14661996.320807448,0.5268465586546511,2689.8690946790325,69.75542959986774
2018-08-26,14651922.198729295,0.18795904441574596,2373.7277165380556,64.89884470894043
2018-09-02,13572258.86626149,-3.549981648791694,2468.8346418014107,45.48910306453726
2018-09-09,14332875.965780074,6.891339251690986,2656.2719469057542,67.4383295406203
2018-09-16,9487351.152644522,-1.0919775412911332,3023.0336188283654,59.38306475130576
2018-09-23,12181029.533905465,-0.32183248367007167,2874.6543754086924,66.31150946284964
2018-09-30,10527450.41164987,2.0167052032114148,1988.353929142197,50.186431516859244
2018-10-07,10002356.02930917,2.4410043350515616,3116.187956789156,63.65606167291793
2018-10-14,11823820.974572511,4.115901688115718,3175.6306688028762,65.06060567540685
2018-10-21,7662762.333016374,0.015804648006482624,2544.3655172525423,75.57800232589557
2018-10-28,9442277.771269755,0.4498052891852269,2833.9260060428646,81.76073594756663
2018-11-04,14705728.142535122,-0.5009229422574748,2842.5041747580785,43.39091276357361
2018-11-11,14457967.228862137,7.904087060671141,2441.9251467188974,65.90491482168373
2018-11-18,9202159.744335083,3.5200963349947374,3280.372717283004,51.430819106845455
2018-11-25,16182997.278253194,-0.43853374891698316,1357.5934208841363,68.1822663940037
2018-12-02,17390920.947463006,4.636055868854069,1526.7297772898282,57.35955335360617
2018-12-09,17025972.31424474,2.403948832123366,2652.2959300410616,68.86464277316269
2018-12-16,13507780.617047716,0.3864257459987521,2254.847247015711,47.34259483863749
2018-12-23,11754280.123731969,-1.6606350511632777,2459.0496284739665,65.97773432587844
2018-12-30,16840546.309663497,-1.37724461451015,1614.4943972977392,62.46640629284029
2019-01-06,7355299.745627591,2.8022086532219013,3042.8629910736654,68.92889716662381
2019-01-13,5788613.677717838,3.7082631554522543,2251.4971547648856,42.946484717266756
2019-01-20,10139989.42925291,2.598220540271533,2112.2243709109916,41.24247653075848
2019-01-27,8870125.951664515,-3.784430941174305,3970.55866637679,54.643414370374
2019-02-03,12952369.298163934,2.3947584772475894,2246.9348506732945,74.52419772463286
2019-02-10,7117148.215471005,2.0102074700760615,3901.7347178548484,44.975837879866006
2019-02-17,10943354.397932231,0.5849217421074844,2832.653305487429,37.42305103108056
2019-02-24,16134533.880880835,-1.4875802102594808,2013.3637561669848,65.4328160134714
2019-03-03,13703929.882002015,5.694395759414941,3182.250020046881,67.30593604554757
2019-03-10,15154598.891926937,-1.3488143768079803,2186.600669823931,55.51703053820037
2019-03-17,12453164.178114386,-1.4104573305694337,3271.2693256868483,60.949274202256795
2019-03-24,6083823.252273395,2.3556841501755392,3192.270798329773,47.49817084525703
2019-03-31,12469451.193829285,4.8215355307986165,2813.0334788264245,69.17876565291132
2019-04-07,13755069.621809918,-5.159652032559154,2906.9287307730156,62.96592564152922
2019-04-14,16782369.6871462,0.849971798849164,1569.082932443721,76.28405730704499
2019-04-21,10351564.436993167,6.944218818707604,2687.6266876183267,91.40254773949621
2019-04-28,12517379.231713217,2.4253763222096882,3221.407981913655,48.80254132520754
2019-05-05,14449414.663946403,-0.8465295488896696,3324.9300386623254,63.82708070532694
2019-05-12,6937217.315924901,6.091482921173857,2647.5381717790387,51.21711554963628
2019-05-19,11886254.621538922,5.114610985894781,3219.880581189137,82.0453858565273
2019-05-26,15312990.747050459,-2.887989011157498,2563.1923915652183,55.64014842872724
2019-06-02,9276701.67467551,1.5846323596979455,1879.594301918459,32.825488915719596
2019-06-09,14124428.680454314,-0.8279628001815142,2826.962640157002,59.13168144851691
2019-06-16,11974939.958193012,2.5421828941241924,3195.7356239143687,68.29616410816584
2019-06-23,12858727.820324609,4.689207702242195,3166.437220281081,60.094954471154836
2019-06-30,10584109.077495024,5.150252210477941,3391.867748093251,65.76725638976258
2019-07-07,17256481.140053444,2.8380334793612465,1992.4616743062131,55.60856099807417
2019-07-14,14470653.686994545,2.515498681770511,3537.929678980366,54.920257590858576
2019-07-21,11325630.541034838,-2.3187643187832263,3290.0208849413025,72.37239203163288
2019-07-28,12327267.049699867,2.6391247754875358,3380.1862743113206,60.490361438004136
2019-08-04,14769341.509939093,0.8481214268863573,2716.453761180004,76.71168036786185
2019-08-11,9554887.432563435,7.720711708432371,3561.4412726666696,70.23293798684094
2019-08-18,19722860.592428047,1.9953140322074825,2542.2251912750016,78.75456884327394
2019-08-25,10983073.966833655,1.960672027654221,3149.6476694396165,64.16262749446686
2019-09-01,8533920.320540875,0.6889945184814914,2868.619406881889,60.12312756420702
2019-09-08,13623194.791749312,1.082684909801562,2837.287707468505,69.14751458249606
2019-09-15,11233238.374860452,-0.2065910872831962,1626.0541176427066,58.8512587907577
2019-09-22,8431138.475241307,-1.975505941728255,3248.91887652855,37.526522501431664
2019-09-29,17875618.025217246,7.389142678939088,2443.6830771602745,68.23817755256243
2019-10-06,11119017.933857631,-4.482705472095566,2922.5402229694196,70.7316984476681
2019-10-13,11399747.178800462,4.202986368927997,2344.4549682634083,39.87209024983149
2019-10-20,11083450.464133749,9.833187285727822,3035.5134818160655,68.88124857263162
2019-10-27,11564989.319841867,-1.2055467854590813,2624.00759812348,54.30260518481131
2019-11-03,9571354.648946013,1.1553910784773382,3406.6546526691236,64.06249558943898
2019-11-10,10651552.56270586,0.6368949028336632,2650.710281425596,69.38936576852882
2019-11-17,12953808.490844559,3.608003096705571,3198.579962856888,62.075237099211584
2019-11-24,9796851.010060959,7.465015173736466,3425.1722250520656,73.10671563165704
2019-12-01,10853061.770220285,-3.8520816229187753,1768.765769860092,41.61768602202644
2019-12-08,17592555.645193808,0.8161941415443004,1430.3911028695788,65.44389913958422
2019-12-15,11263386.493187796,4.521373367933451,3418.9923079517675,93.06270100574633
2019-12-22,11787793.309779665,2.3481396974427726,2337.7793976596213,62.14670400465714
2019-12-29,14554323.453841716,6.792481258413098,2253.766296594972,81.2997271116931
2020-01-05,7226069.745858266,1.5050259996311561,3405.3316946216846,48.32877796631964
2020-01-12,11952794.315685285,5.056657084088522,2117.821186537187,36.26704146707198
2020-01-19,12609887.914967464,-3.5781029281451477,2917.2199090248864,52.90759389385339
2020-01-26,9593383.1752658,-2.884615724079956,2883.6379971762917,44.32840956081482
2020-02-02,13156439.304910818,-4.300645346242869,1696.6726180244748,50.562020018315025
2020-02-09,12879618.181549165,0.49158434189896716,2808.8304238339706,33.5841865831417
2020-02-16,12834091.23937928,5.950990163638222,2268.54846666432,78.1712071576958
2020-02-23,12950776.416398069,4.309142284756621,3270.1834197332564,95.95329355646825
2020-03-01,12081289.526905876,1.5870670738682184,2734.4390013670204,63.341727516728994
2020-03-08,13887762.028515443,0.5441262203576791,2879.788945103097,65.32567937486351
2020-03-15,14315664.285058875,6.4364031250529115,2478.3016789725643,59.50619930287736
2020-03-22,20274172.6755348,-5.052839041034918,1437.7021555213869,76.90908314257007
2020-03-29,13177661.444439476,-1.0540096805484391,2839.671440913672,48.66444714691084
2020-04-05,15538433.18751012,5.0504900730191356,1454.8103149975889,65.05033458501931
2020-04-12,9905427.134330785,4.114401961480995,3532.485562507885,59.12137360863341
2020-04-19,15881385.134251008,-0.039949490250743125,2009.8484670761572,58.21059130389364
2020-04-26,9938359.997519802,5.13731954198755,2647.202684751995,52.511991830935884
2020-05-03,15447700.86946664,0.6993736761786942,2099.71832237068,67.46576108995478
2020-05-10,11121460.110950543,2.8051155044984277,3501.243041165542,76.92500415504317
2020-05-17,13731156.714338198,-3.780401752309733,1997.4650929252214,49.482263187365746
2020-05-24,16909765.767297335,6.238984969384786,1985.7667672843622,47.98077051193907
2020-05-31,18524732.476903196,0.2713185533232443,1241.6905972006161,60.38957763467975
2020-06-07,13799395.642442586,5.067479196116315,2356.3541645736404,59.92318860579374
2020-06-14,11772935.35949658,1.439673445592563,2661.897947207196,55.944570609205755
2020-06-21,11177817.169228101,4.891112012384731,3754.3749877415203,54.30028670927145
2020-06-28,11598809.910301069,3.1912696292792173,2863.634426610678,61.686969103389615
2020-07-05,13783533.777076727,-0.5395866217062553,3018.1321047036427,69.03320303410601
2020-07-12,10868993.76825879,5.30504432880625,3775.1581371857947,80.13304299649002
2020-07-19,11336983.384021949,5.315839621935782,2230.439920215139,73.25517648790897
2020-07-26,17783640.049903378,2.4980195264042075,2971.8927010528378,66.25674378296226
2020-08-02,10532638.493916288,0.20895257077792495,3254.8209238892473,65.58002329981386
2020-08-09,14004144.754307065,-1.8553652809304708,3352.6701742017112,60.33035055978723
2020-08-16,15124307.744165171,8.915924442740288,1880.8136445062191,47.440749440792615
2020-08-23,10607472.03576751,3.5894759992811607,2737.9995377624596,49.118311558633785
2020-08-30,13893836.395544624,2.848622005133677,2503.81058214173,90.20658387601223
2020-09-06,8590823.046912167,8.16664121979435,3401.1672225705843,60.81568691397429
2020-09-13,14051641.316560013,-0.9191826388385786,1542.8156680726415,61.12166696382509
2020-09-20,10179858.511937067,-3.435783796441176,2330.9842642429403,61.16134238639208
2020-09-27,14359601.317465931,3.988649425320388,2673.239204515435,63.54279065729215
2020-10-04,11577794.920738418,5.099147286937697,3511.184453748693,71.69936597390328
2020-10-11,10403110.856144244,3.0518131803140265,2251.966461783389,62.8122280890188
2020-10-18,12339828.674054226,4.070938313388229,3631.4455104527606,74.74224489143037
2020-10-25,11289179.8078574,5.688328590869581,3502.096825887667,54.995627697482036
2020-11-01,12245720.41691638,1.5094125847578816,2325.165039391727,57.86589374287996
2020-11-08,9239482.680288011,0.9672997316519074,3243.076213641643,62.21847582512309
2020-11-15,13459915.058471164,0.7167361949640656,2781.4600104593646,66.45700632177687
2020-11-22,8263455.6378324265,1.200546781570517,3535.3783500020736,60.19798367905812
2020-11-29,7675569.339103333,-2.291856429059007,2971.2896006718674,67.42117660679743
2020-12-06,11303102.207674602,4.702080975511058,2285.5823249855366,56.31401467474262
2020-12-13,13714448.822873529,0.8842826953603846,1796.380903201425,80.39218212121799
2020-12-20,13493752.386555592,-0.03848035102460012,1789.8234013051106,72.07418401891238
2020-12-27,13415922.649600746,-1.5430011601009812,2769.863566888417,49.127136388152536
2021-01-03,15211212.596041773,3.1534308657705137,2895.364768543151,67.59166442686292
2021-01-10,7357302.695039968,2.6489878573476258,3667.6461262483226,72.73278968368419
2021-01-17,12276182.974084267,2.019974114635608,2326.5379888353255,45.22858398019493
2021-01-24,11612377.776500512,9.532666925799116,2483.036220392845,60.76413770551234
2021-01-31,14084761.37543785,0.17233329024122024,2854.8230199862764,58.941227557000026
2021-02-07,14083676.48395335,-0.09014756585666728,1889.8389682583115,72.28591043417556
2021-02-14,14683081.463985223,3.2163848339398378,2243.5099386254324,54.78612006545885
2021-02-21,11500253.132679602,9.637985098440263,3618.6051260624304,85.22341382420572
2021-02-28,14008051.884606566,3.385988289305462,2780.6232141262913,67.95951704688932
2021-03-07,10099505.11540343,-2.193225754978468,1755.5639892718277,46.69447140794519
2021-03-14,16364649.627624094,8.0650854724053,2780.239131178135,68.24995673500257
2021-03-21,13715441.43412565,5.485366064637241,2461.588986518733,60.99324480133765
2021-03-28,4355390.601477288,5.586892084076733,3651.342909551854,51.06165985919758
2021-04-04,10027727.162703894,-0.2614667575165486,1853.0756662418946,55.7848322106728
2021-04-11,10308222.353090897,3.1789400814621684,2244.0732855891874,62.420456040520016
2021-04-18,8844761.64954571,3.9216326566246287,2329.8480561041024,66.8799704983534
2021-04-25,12637895.948963549,-0.15855435382334138,2592.9286050333517,74.14139686614494
2021-05-02,10990675.532821752,6.33576194891071,3030.8629562562323,62.195791490238165
2021-05-09,11536604.255112745,3.5485813758166658,2739.6140468265276,45.203252107954576
2021-05-16,10139656.649006598,0.8589549960781668,1666.4321812069174,44.32595187569922
2021-05-23,11357415.768731775,1.5779453718454972,1895.3149269571113,50.89281800828857
2021-05-30,10255215.111846637,2.2059380384246774,2765.805058832812,53.383873627901224
2021-06-06,8823373.179937745,0.6287784817949904,3563.496552351964,64.97482056084937
2021-06-13,8450099.061614016,4.076034024156432,3872.7413665675217,59.48726737944561
2021-06-20,7311114.757498295,7.787133921674901,3148.428917939796,50.51002002629683
2021-06-27,16575842.466782223,2.1171824748946646,3586.324696128255,81.77714867703375
